created_at,type,name,link
2026-02-12 15:59:25.128176+00,meeting,Deven,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ba755b94-10ba-4f30-ba16-a8f31ae560dc/sources/3bf1466d-078c-491e-bae5-fb7a40f3c01d/meeting.mp4
2026-02-12 15:59:24.048412+00,meeting,vgd-bzat-xue,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/4c469af0-da71-497f-862f-8a8581c97b01/sources/90fcabe4-da38-451e-a1e6-b389135c6e7f/meeting.mp4
2026-02-12 15:59:21.051305+00,meeting,Ismael x Knowcap,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/175c5d9b-9c17-4caf-8224-9dc5d34b9661/sources/61c20a7f-d889-421e-a8ee-da796a9d4d6a/meeting.mp4
2026-02-12 15:59:20.979391+00,meeting,Ismail x Knowcap,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/175c5d9b-9c17-4caf-8224-9dc5d34b9661/sources/ab3b523b-5613-44f2-a118-020c9474a782/meeting.mp4
2026-02-12 15:59:20.773721+00,meeting,Biztechs x knowcap (Khushboo),https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/175c5d9b-9c17-4caf-8224-9dc5d34b9661/sources/1d4884bf-5710-4200-938e-9ab99b8185df/meeting.mp4
2026-02-12 15:59:17.077495+00,meeting,Intro Meeting,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/b66b46f4-af26-462d-ac6f-4b53309839ae/sources/3da90f1a-c388-4f98-8157-b3ed89d98b4c/meeting.mp4
2026-02-12 15:59:14.717709+00,meeting,Odoo Performance Issues and Solutions Discussion,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/b9cfa30b-10cd-4611-8061-767b11cb5585/sources/c71544fe-4fc6-4a73-9305-342e800cb15e/meeting.mp4
2026-02-12 15:59:14.024082+00,meeting,System Upgrade and Project Status Update,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/b9cfa30b-10cd-4611-8061-767b11cb5585/sources/81a73434-9210-4e84-97b6-5a4b512404ba/meeting.mp4
2026-02-12 15:59:13.953578+00,meeting,Course Creation and Purchase Workflow Demo,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/b9cfa30b-10cd-4611-8061-767b11cb5585/sources/dc3ccb5f-5c1f-4c9d-805b-77576431dcb6/meeting.mp4
2026-02-12 15:59:09.595089+00,meeting,No Content,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/9b770f14-6a2b-4199-a5da-cae43fab7c36/sources/bed8ba78-d4f9-458c-999e-1de8218d18b9/meeting.mp4
2026-02-12 15:59:09.453966+00,meeting,Testing the Video Recording Bot,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/9b770f14-6a2b-4199-a5da-cae43fab7c36/sources/74a0fb95-6f49-4117-acd6-f742826289cd/meeting.mp4
2026-02-12 15:59:08.462908+00,recording,Elite Coaching Program: Weekly Non-Negotiable Tasks,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/c99a09e0-ea60-4ce6-8f46-b2c6065ea4c3/sources/af69368a-9519-4032-8890-d38b19c332e7/final.mp4
2026-02-12 15:59:01.468085+00,meeting,xxa-hqgw-gpf,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/1f5d636a-cc9c-4437-b4fa-fe978c043ca8/sources/301bbae9-4a3e-4750-bea2-be64c5604693/meeting.mp4
2026-02-12 15:59:01.379522+00,meeting,fqq-ndnd-bvg,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/1f5d636a-cc9c-4437-b4fa-fe978c043ca8/sources/cd475254-6e61-4348-b7bb-cd364198b8aa/meeting.mp4
2026-02-12 15:59:01.037207+00,meeting,ClickUp Task Status and Extension Update,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/1f5d636a-cc9c-4437-b4fa-fe978c043ca8/sources/c34b7697-530d-4837-b10c-d03f9ae22991/meeting.mp4
2026-02-12 15:58:26.453+00,meeting,Hassan Sam Arslan Display and Indistinct Audio,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/7d652e44-7403-428e-84ff-69f1478c67b3/meeting.mp4
2026-02-11 19:54:26.833+00,meeting,Odoo Inventory Management: Batch Transfer and Picking Demonstration for Ariika,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/0f14b22f-aa43-49d2-80b5-8fef91d8d8d0/meeting.mp4
2026-02-10 14:33:13.226+00,video,Odoo POS Receipt Due Date Behavior,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/1464a496-8d3f-45d9-8100-74b173de1ff5/sources/e7125a14-1232-4d78-9fba-db0448a7b090/final.mp4
2026-02-09 16:17:58.156+00,recording,Odoo Dispatch Module Activation and Cleanup,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/5b3ac43e-f6d1-4639-a63a-7904d7307bff/final.mp4
2026-02-05 19:43:03.944+00,meeting,Knowcapbot Productivity Tool Demonstration,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/6cf3fd6d-232c-4958-9e78-c4e8b820da88/sources/139766ed-cd8f-46e3-a0a2-fbd08336bab9/meeting.mp4
2026-02-05 18:10:56.441+00,meeting,"System Setup, Access, and Cloud Infrastructure Discussion",https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/05dcd809-f0b6-444d-9de4-226ff429e9fb/meeting.mp4
2026-02-04 14:18:23.071+00,video,Project Onboarding Challenges and Fireflies.ai Usage,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/34926541-fa38-4722-badf-717cab598862.mp4
2026-02-04 12:10:55.851+00,meeting,Saudi System Planning Meeting Review,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/b3d1620c-46bd-47fb-bf7c-5c0137a36d6d/meeting.mp4
2026-02-03 14:37:27.147+00,meeting,Dispatch Batch Wave Creation Process,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/569f4c73-72e9-42d3-ab62-f77980cdf567/meeting.mp4
2026-02-03 13:18:02.235+00,meeting,Collection Prediction and Invoicing Discussion,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/338c8e10-89e3-4fad-9e09-92a3c0abc1c5.mp4
2026-02-03 12:37:03.727+00,meeting,Dispatch Model Debugging and System Issue Resolution,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/d86ebaf7-dcde-4395-af68-1ab959e73229/meeting.mp4
2026-02-02 18:11:22.875+00,video,SME Tools Registration Bug and Missing Onboarding Flow,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/38e70b48-2c02-476f-99e9-7939c0aab753/sources/c11baa19-6eae-4ac1-9133-add7d6abc9f2/final.mp4
2026-02-02 13:01:39.388+00,meeting,Five Cases Discussion and Screen Share,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/a951fb0c-e956-4a37-b667-734a6a15cb58/meeting.mp4
2026-02-02 12:28:41.396+00,meeting,Module Review and Selection,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/4f200759-2e25-40b3-abe5-d1f562aba313.mp4
2026-02-01 12:38:31.676+00,meeting,Meeting - 2026-02-01T10:38:31.648Z,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/f5f00842-a356-4c61-8056-1a0d4bcc4f01.mp4
2026-01-28 13:41:47.493+00,meeting,Troubleshooting Recording and AI Errors,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/0a54c64a-26a6-442d-976e-da3811fc328f/sources/0d535ce5-a95e-4877-953e-dd39aa8e4ab6/meeting.mp4
2026-01-27 21:06:44.595+00,meeting,Overconsumption Approval Clarification,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/6cf3fd6d-232c-4958-9e78-c4e8b820da88/sources/51296682-e916-43d6-ab59-f730dc528f4f/meeting.mp4
2026-01-27 17:59:31.316+00,video,Addressing Financial Disorganization and Workflow Gaps,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/962d7baf-4b8f-43cd-9c65-7c2e8eea796a.mp4
2026-01-27 16:18:55.245+00,meeting,Odoo Error Ticket Troubleshooting,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/a921d454-4886-4873-8330-a04d8663cb5c/meeting.mp4
2026-01-26 19:00:05.936+00,meeting,Adobe Partnership Introduction and Growth Strategy,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/1d5d0016-80b2-4f68-83ee-d3cd6bc802bc/meeting.mp4
2026-01-26 18:09:23.79+00,video,Arabic Discussion on a Recurring Issue,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/637966de-74ee-4df0-bc50-cdd324eace8c/sources/7a3606f8-5ce8-41ff-8f0a-5f5a22dbd29b/final.mp4
2026-01-26 16:01:35.122+00,meeting,Extension and Google Calendar Sync Issue,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/0a54c64a-26a6-442d-976e-da3811fc328f/sources/1419c6d4-7b69-4c8e-b57a-2f1ee25c8787/meeting.mp4
2026-01-26 16:00:07.53+00,meeting,Testing Meeting Auto-Join Functionality in Arabic,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/0a54c64a-26a6-442d-976e-da3811fc328f/sources/b3e34436-9ffa-4ec6-a08f-1b1eb67e9655/meeting.mp4
2026-01-26 12:49:37.714+00,meeting,Inventory Quantity Edit Issue Discussion,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/9118503e-2ddd-4c14-895a-1a2c8c422128/meeting.mp4
2026-01-22 11:50:25.078+00,meeting,Odoo Delivery Order Troubleshooting: Reserve Available Quantities Button,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/d6c037fb-9dcc-4eda-9858-c092da8c03bb/meeting.mp4
2026-01-21 15:49:43.758+00,meeting,Sales Order and Product Process Discussion,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/e3def13e-87e5-497b-8ad2-d7cf2f455ad9/meeting.mp4
2026-01-21 11:47:53.727+00,meeting,Odoo Sales Order Offline Data Issue Investigation,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/730b7c54-4542-4eac-b9f7-8877023302c3.mp4
2026-01-20 12:59:43.62+00,meeting,Odoo and Shopify E-commerce Partnership Introduction,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/c394faf3-76b6-4afc-9c2c-029f25fc6f1f/meeting.mp4
2026-01-20 12:17:24.096+00,meeting,Odoo Helpdesk Ticket Review,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/fb15695d-54b7-42e7-ae60-52338b73e5f8.mp4
2026-01-19 19:21:11.095+00,video,Knowcap Feature Demo: Sources and User Flow Interaction,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/3f6f2f23-1c0a-4fde-9a8f-286455dfb590.mp4
2026-01-19 16:52:51.626+00,video,Mai's Order Cancellation and Delivery Error,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/a29d24aa-398e-4b21-9721-a6042cbc9d37.mp4
2026-01-19 14:03:12.087+00,meeting,Software Troubleshooting and Communication Check,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/13d612a1-9ba2-448c-8bf7-3d1e790ecf56.mp4
2026-01-19 13:36:36.374+00,meeting,Marwan Nader Visual Display,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/f9bf7048-3c37-4742-81b8-d2d6dff2a3ea/meeting.mp4
2026-01-19 11:37:12.256+00,video,Odoo Invoice Date Modification and Posting Issue,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/6cf3fd6d-232c-4958-9e78-c4e8b820da88/sources/5c2c5232-c392-4d53-a033-9425850d2feb/final.mp4
2026-01-18 19:22:47.958+00,meeting,Discussion on Manual Meeting Join,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/b7c22c9d-71d4-4ea5-9027-1c4910fc5d6e.mp4
2026-01-18 19:07:06.231+00,meeting,Platform Feature Updates and Bug Fixes,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/0a54c64a-26a6-442d-976e-da3811fc328f/sources/f5942e95-f599-4bb2-bc6d-d8a0da410d43/meeting.mp4
2026-01-18 18:01:11.892+00,meeting,Sarah Msilmani Screen Display Recording,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/5b3b1ba6-63dd-41f6-a7d2-2e7f278fdfb8/meeting.mp4
2026-01-18 16:45:15.15+00,meeting,Review of Tiered Proposal and Payment Options,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/6e21e2c4-10f7-44c1-b615-04c6aa0e7979.mp4
2026-01-18 15:26:09.616+00,video,Validating Odoo Sales Order Delivery,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/6cf3fd6d-232c-4958-9e78-c4e8b820da88/sources/0ce3975a-1322-4b61-a855-6fb2e07d1271/final.mp4
2026-01-18 15:16:51.737+00,video,Manually Adjusting Delivery Status in Odoo,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/6cf3fd6d-232c-4958-9e78-c4e8b820da88/sources/801858c5-b781-4ae3-82ff-7d0fa1123dda/final.mp4
2026-01-18 15:09:55.875+00,video,Odoo Avalara Tax Application Error on Discounts,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/6cf3fd6d-232c-4958-9e78-c4e8b820da88/sources/f4586904-73e4-4848-bc87-8a816af5b5be/final.mp4
2026-01-18 15:08:56.11+00,video,Recording - 2026-01-18T13:08:56.089Z,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/ea1d7aa6-a141-4305-b283-31060ed4e883.mp4
2026-01-18 15:02:43.275+00,video,Correct Field Selection: Amount vs. Journal Item,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/6cf3fd6d-232c-4958-9e78-c4e8b820da88/sources/07d7c533-2d6c-4f5a-a827-cab39ffb240b/final.mp4
2026-01-18 11:42:45.174+00,meeting,Ariika POS Down Payment Invoicing Issue,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/0fe837e6-e261-43b2-ba1d-9045a902c1c6.mp4
2026-01-17 19:57:28.407+00,meeting,Visual Record: Abdelaziz Farid Display,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/62892ea3-ff26-4e4f-ab95-63e3da8277be.mp4
2026-01-17 19:49:31.908+00,meeting,Abdelaziz Farid Screen Display,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/ba78245e-a64b-45a4-9419-97aa54553253.mp4
2026-01-17 19:21:13.226+00,meeting,Visual Display of 'Abdelaziz Farid',https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/5f2556eb-85a7-4026-a269-3eb6f909ad3c.mp4
2026-01-15 18:00:47.883+00,meeting,Esmit Tools Introduction and Odoo Consultant Profile,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/3cccd70b-bf2c-4f29-9c80-a2ac554c0f3a/meeting.mp4
2026-01-15 15:49:20.778+00,meeting,Odoo Helpdesk Tickets Review,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/70e51063-298e-4958-9190-1969d4ea5220/meeting.mp4
2026-01-15 15:39:40.005+00,video,Odoo: PO Disconnection on Internal Transfer Duplication,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/5e87a8c2-6b53-4cd1-990f-10220348c708.mp4
2026-01-14 13:14:58.683+00,meeting,Odoo Credit Note Filtering Workaround,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/1c7f08b8-fc7e-4494-b04d-630e9b663e3d/meeting.mp4
2026-01-14 11:55:20.61+00,video,Knowcap Staging Login and Project Archiving,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/38e70b48-2c02-476f-99e9-7939c0aab753/sources/5b538192-05c0-4c16-92f8-ba77f920143f/final.mp4
2026-01-13 14:40:55.428+00,meeting,Sales Order and Down Payment System Issue,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/4e8edecd-a188-41e4-8564-c54811260759/meeting.mp4
2026-01-13 13:04:46.66+00,meeting,Odoo Helpdesk Ticket Management Demonstration,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/3bd2688b-2530-41be-bb71-b3564b42098e.mp4
2026-01-13 12:10:07.393+00,meeting,Project Navigation Demonstration,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/9407fb0a-37da-476e-b56a-3c200b77a318/meeting.mp4
2026-01-12 14:26:30.569+00,video,Chrome Extension Management and Backend Architecture Discussion,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/04eca8c5-5dce-4171-8318-33ca04c195ff.mp4
2026-01-12 13:01:07.354+00,video,Backend and Database Technology Stack Selection,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/59055496-012f-4d58-8389-eb6a14cb349d.mp4
2026-01-11 11:08:17.682+00,video,Failed Source Movement and Link Generation,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/dccaa5be-c874-49aa-b191-86a8c2f9e91a.mp4
2026-01-08 12:04:11.327+00,meeting,Time Off Approval Workflow Setup,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/6e028e37-c2a6-4d2c-bdc8-a76ba2f43da6.mp4
2026-01-06 17:00:28.759+00,recording,Adding Delivery Orders to Batches in Odoo,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/e3f8aafe-a097-4cc0-a728-3da989cdafca/final.mp4
2026-01-06 15:50:57.81+00,recording,Odoo Batch Transfer Process Demonstration,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/3e104698-8fbd-4713-bda9-88e27cb612dd/final.mp4
2026-01-06 12:46:34.51+00,video,Removing Knowcap Chrome Extension,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/10008392-3a52-4d50-b520-757bf5576268.mp4
2026-01-05 19:43:48.725+00,meeting,Nour Ahmed's Career Journey and AI Ventures,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/1ee11ca5-cfbb-4c3a-843f-41332202a733.mp4
2026-01-05 18:12:42.944+00,meeting,Contractor Package and Pricing Discussion,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/97922e6e-f239-484b-a396-ff210ba3b312.mp4
2026-01-05 17:29:01.314+00,video,Odoo Pre-Delivery Exchange Claim Automation Query,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/6cf3fd6d-232c-4958-9e78-c4e8b820da88/sources/88d0b14b-671f-4c0f-b2bd-4e623b5316cf/final.mp4
2026-01-05 17:20:35.038+00,video,Odoo Delivery Order and Route Configuration,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/d13f32dc-062a-4014-879b-787d3ebce122.mp4
2026-01-05 15:11:32.852+00,meeting,Career Journey in FinTech and Product Management,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/7c7e2173-9f5c-4690-8a7d-ee65a30bcabf.mp4
2026-01-04 13:39:46.725+00,video,Knowcap Meeting Join Error and Credit Adjustment,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/e714803e-ac8f-45e2-a42e-8983d7e2acd6.mp4
2025-12-31 17:00:53.859+00,meeting,Odoo-Shopify Product Data Verification,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/cb4186b6-d7d6-4a69-a451-59064cfb6f29/meeting.mp4
2025-12-30 22:56:11.276+00,recording,Sales Order Delivery and Dispatch Workflow Demonstration,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/28d58233-2b90-4bdf-8b97-6db6cf04e152/final.mp4
2025-12-30 19:00:20.355+00,meeting,Firebase Test Environment Billing Update,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/0a54c64a-26a6-442d-976e-da3811fc328f/sources/17daf694-911d-412f-8a5b-692c9875f135/meeting.mp4
2025-12-30 16:53:49.817+00,video,RFQ Email Sending Automation Demonstration,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/6cf3fd6d-232c-4958-9e78-c4e8b820da88/sources/216b4d3e-3224-45f1-86f3-709f427d6dc8/final.mp4
2025-12-30 16:26:50.94+00,video,Odoo Communication Demo: Email Configuration for Purchase Orders,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/6cf3fd6d-232c-4958-9e78-c4e8b820da88/sources/5d2fceb1-0e84-4e1f-980b-f221419a8489/final.mp4
2025-12-30 15:59:41.395+00,meeting,Troubleshooting Firebase User Registration and Organization Creation,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/0a54c64a-26a6-442d-976e-da3811fc328f/sources/8fc455b2-cdd7-4964-a98c-75bd7cbb59eb/meeting.mp4
2025-12-30 15:59:01.232+00,meeting,Visual Record of Hassan Sam Arslan,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/a6603d17-7996-4d52-8994-c86ce2f3dec7.mp4
2025-12-30 14:50:19.635+00,recording,Odoo vDispatch System Preparation and Operations,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/862c1644-dfdd-432e-b0b2-94bbc35b1d72/final.mp4
2025-12-29 16:40:19.591+00,video,Service Package Restructuring and Overconsumption Review,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/6cf3fd6d-232c-4958-9e78-c4e8b820da88/sources/cf62fa82-9291-4bf1-ab40-6b42b88e89bc/final.mp4
2025-12-28 15:06:41.208+00,meeting,Kainic: AI Personalization Platform Overview,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/14a2337a-8a87-4884-bc27-a2e461aba04d/meeting.mp4
2025-12-28 14:11:26.741+00,meeting,Marwan Nader's Odoo System Navigation and Support Tasks,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/f5968072-2656-44ee-8ec9-c00cdce58ac0/meeting.mp4
2025-12-28 12:07:31.167+00,video,Knowcap Dashboard Navigation and Avatar Ticket Issue,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/93104e3d-0513-4bbe-830b-6bffd9c0e164.mp4
2025-12-25 19:01:44.51+00,meeting,Database Migration to Testing Environment,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/0a54c64a-26a6-442d-976e-da3811fc328f/sources/5d30d396-e81b-4442-b705-5c153f5004dd/meeting.mp4
2025-12-25 17:53:05.781+00,video,Odoo Payment Term and Product Import Logic Discrepancy,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/7bdd6288-8f45-4d2e-b0e2-f9cf3d19dc46.mp4
2025-12-25 15:46:36.19+00,video,Knowcap Signup Error Investigation and Google Sign-up,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/11d097db-3091-4632-bca7-6233318b1e71.mp4
2025-12-24 16:48:02.121+00,meeting,No Cap Product Launch and Meeting Bot Discussion,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/3b7f660d-c1a5-4b97-8494-8a3c781ea1fd/sources/495ebdfe-0fb3-467b-8ffd-36aa029dbeab/meeting.mp4
2025-12-24 15:51:07.967+00,meeting,Sarah Msilmani: Odoo Partnership and Services Overview,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/2588c1a9-93d3-4a02-a3e0-3276b7593fcd.mp4
2025-12-24 12:54:51.678+00,video,Product Pricing Logic and Order Partner Mapping Issue,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/e46bbf6f-b66f-421d-b5a7-5590326372e0.mp4
2025-12-24 12:13:56.202+00,video,Creating a New Product in Odoo POS,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/1464a496-8d3f-45d9-8100-74b173de1ff5/sources/33e11e9f-169f-434a-a469-6cc1b8f3cf35/final.mp4
2025-12-24 12:05:36.152+00,video, Order Search by Phone Number and Receipt Management,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/1464a496-8d3f-45d9-8100-74b173de1ff5/sources/429f206e-9935-4cd9-9446-126919243965/final.mp4
2025-12-23 20:01:47.421+00,meeting,Ahmed Elshahawy's Role at Toba Healthcare Startup,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/videos/5bb5ddc8-a56e-4fcf-b33e-6e853d960ccc.mp4
